isData/I:Mass/F:Lumi:nObs:nBkgEvts:snBkgEvts:sNormFrac:nSigma
0	 300.0	  36.0	   0.0	0.0227	0.0379	1.6696	0.0000	
1	 300.0	  36.0	   0.0	0.0227	0.0379	1.6696	0.0000	
0	 400.0	  36.0	   0.0	0.0317	0.0449	1.4164	0.0000	
1	 400.0	  36.0	   1.0	0.0317	0.0449	1.4164	1.7901	
0	 500.0	  36.0	   0.0	0.0081	0.0221	2.7284	0.0000	
1	 500.0	  36.0	   0.0	0.0081	0.0221	2.7284	0.0000	
0	 600.0	  36.0	   0.0	0.0095	0.0241	2.5368	0.0000	
1	 600.0	  36.0	   0.0	0.0095	0.0241	2.5368	0.0000	
0	 700.0	  36.0	   0.0	0.0038	0.0154	4.0526	0.0000	
1	 700.0	  36.0	   0.0	0.0038	0.0154	4.0526	0.0000	
0	 800.0	  36.0	   0.0	0.0004	0.0045	11.2500	0.0000	
1	 800.0	  36.0	   0.0	0.0004	0.0045	11.2500	0.0000	
0	 900.0	  36.0	   0.0	0.0011	0.0082	7.4545	0.0000	
1	 900.0	  36.0	   0.0	0.0011	0.0082	7.4545	0.0000	
0	 300.0	 200.0	   3.0	0.1263	0.2107	1.6683	2.8059	
0	 400.0	 200.0	   3.0	0.1763	0.2493	1.4141	2.6056	
0	 500.0	 200.0	   1.0	0.0450	0.1228	2.7289	1.4859	
0	 600.0	 200.0	   0.0	0.0529	0.1341	2.5350	0.0000	
0	 700.0	 200.0	   0.0	0.0210	0.0855	4.0714	0.0000	
0	 800.0	 200.0	   0.0	0.0022	0.0251	11.4091	0.0000	
0	 900.0	 200.0	   0.0	0.0063	0.0458	7.2698	0.0000	
0	 300.0	 400.0	   6.0	0.2526	0.4214	1.6683	3.7406	
0	 400.0	 400.0	   6.0	0.3526	0.4986	1.4141	3.4664	
0	 500.0	 400.0	   2.0	0.0900	0.2456	2.7289	2.0582	
0	 600.0	 400.0	   1.0	0.1057	0.2682	2.5374	1.0794	
0	 700.0	 400.0	   0.0	0.0421	0.1710	4.0618	0.0000	
0	 800.0	 400.0	   0.0	0.0044	0.0502	11.4091	0.0000	
0	 900.0	 400.0	   0.0	0.0126	0.0916	7.2698	0.0000	
0	 300.0	 600.0	  10.0	0.3788	0.6321	1.6687	4.7132	
0	 400.0	 600.0	   9.0	0.5289	0.7479	1.4141	4.0338	
0	 500.0	 600.0	   4.0	0.1350	0.3684	2.7289	3.0190	
0	 600.0	 600.0	   2.0	0.1586	0.4022	2.5359	1.6785	
0	 700.0	 600.0	   0.0	0.0631	0.2566	4.0666	0.0000	
0	 800.0	 600.0	   0.0	0.0067	0.0753	11.2388	0.0000	
0	 900.0	 600.0	   0.0	0.0189	0.1375	7.2751	0.0000	
0	 300.0	 800.0	  13.0	0.5051	0.8428	1.6686	5.1363	
0	 400.0	 800.0	  12.0	0.7052	0.9972	1.4141	4.4640	
0	 500.0	 800.0	   5.0	0.1800	0.4911	2.7283	3.2148	
0	 600.0	 800.0	   2.0	0.2114	0.5363	2.5369	1.4581	
0	 700.0	 800.0	   1.0	0.0841	0.3421	4.0678	1.0489	
0	 800.0	 800.0	   0.0	0.0089	0.1005	11.2921	0.0000	
0	 900.0	 800.0	   0.0	0.0252	0.1833	7.2738	0.0000	
0	 300.0	1000.0	  17.0	0.6314	1.0536	1.6687	5.7400	
0	 400.0	1000.0	  16.0	0.8815	1.2465	1.4141	5.0586	
0	 500.0	1000.0	   6.0	0.2250	0.6139	2.7284	3.3847	
0	 600.0	1000.0	   3.0	0.2643	0.6704	2.5365	1.8607	
0	 700.0	1000.0	   1.0	0.1052	0.4276	4.0646	0.9343	
0	 800.0	1000.0	   0.0	0.0111	0.1256	11.3153	0.0000	
0	 900.0	1000.0	   0.0	0.0315	0.2291	7.2730	0.0000	
0	 300.0	2000.0	  34.0	1.2628	2.1071	1.6686	7.2347	
0	 400.0	2000.0	  32.0	1.7629	2.4930	1.4141	6.2920	
0	 500.0	2000.0	  13.0	0.4499	1.2279	2.7293	4.5419	
0	 600.0	2000.0	   7.0	0.5286	1.3408	2.5365	2.6486	
0	 700.0	2000.0	   3.0	0.2103	0.8552	4.0666	1.7300	
0	 800.0	2000.0	   1.0	0.0222	0.2511	11.3108	1.3061	
0	 900.0	2000.0	   0.0	0.0631	0.4582	7.2615	0.0000	
0	 300.0	3000.0	  52.0	1.8941	3.1607	1.6687	8.4121	
0	 400.0	3000.0	  48.0	2.6444	3.7395	1.4141	7.1030	
0	 500.0	3000.0	  20.0	0.6749	1.8418	2.7290	5.2446	
0	 600.0	3000.0	  10.0	0.7928	2.0112	2.5368	2.8376	
0	 700.0	3000.0	   4.0	0.3155	1.2829	4.0662	1.7590	
0	 800.0	3000.0	   2.0	0.0333	0.3767	11.3123	1.9153	
0	 900.0	3000.0	   1.0	0.0946	0.6874	7.2664	0.7750	
