isData/I:Mass/F:Lumi/F:sLumi/F:Eff/F:sEff/F:nBkgEvts/F:snBkgEvts/F:Limit/F
0	300.0	36.0	3.6	0.0450	0.0031	0.0227	0.0379	1.9491	
1	300.0	36.0	3.6	0.0450	0.0031	0.0000	1.0000	1.9226	
0	400.0	36.0	3.6	0.1273	0.0072	0.0317	0.0449	0.6891	
1	400.0	36.0	3.6	0.1273	0.0072	1.0000	1.4142	0.9525	
0	500.0	36.0	3.6	0.1341	0.0075	0.0081	0.0221	0.6456	
1	500.0	36.0	3.6	0.1341	0.0075	0.0000	1.0000	0.6423	
0	600.0	36.0	3.6	0.1622	0.0089	0.0095	0.0241	0.5339	
1	600.0	36.0	3.6	0.1622	0.0089	0.0000	1.0000	0.5310	
0	700.0	36.0	3.6	0.1480	0.0082	0.0038	0.0154	0.5836	
1	700.0	36.0	3.6	0.1480	0.0082	0.0000	1.0000	0.5823	
0	800.0	36.0	3.6	0.1319	0.0074	0.0004	0.0045	0.6535	
1	800.0	36.0	3.6	0.1319	0.0074	0.0000	1.0000	0.6533	
0	900.0	36.0	3.6	0.1446	0.0080	0.0011	0.0082	0.5958	
1	900.0	36.0	3.6	0.1446	0.0080	0.0000	1.0000	0.5955	
0	300.0	200.0	20.0	0.0450	0.0031	0.1263	0.2107	0.3694	
0	400.0	200.0	20.0	0.1273	0.0072	0.1763	0.2493	0.1330	
0	500.0	200.0	20.0	0.1341	0.0075	0.0450	0.1228	0.1186	
0	600.0	200.0	20.0	0.1622	0.0089	0.0529	0.1341	0.0984	
0	700.0	200.0	20.0	0.1480	0.0082	0.0210	0.0855	0.1060	
0	800.0	200.0	20.0	0.1319	0.0074	0.0022	0.0251	0.1178	
0	900.0	200.0	20.0	0.1446	0.0080	0.0063	0.0458	0.1076	
0	300.0	400.0	40.0	0.0450	0.0031	0.2526	0.4214	0.1946	
0	400.0	400.0	40.0	0.1273	0.0072	0.3526	0.4986	0.0711	
0	500.0	400.0	40.0	0.1341	0.0075	0.0900	0.2456	0.0606	
0	600.0	400.0	40.0	0.1622	0.0089	0.1057	0.2682	0.0504	
0	700.0	400.0	40.0	0.1480	0.0082	0.0421	0.1710	0.0536	
0	800.0	400.0	40.0	0.1319	0.0074	0.0044	0.0502	0.0590	
0	900.0	400.0	40.0	0.1446	0.0080	0.0126	0.0916	0.0540	
0	300.0	600.0	60.0	0.0450	0.0031	0.3788	0.6321	0.1357	
0	400.0	600.0	60.0	0.1273	0.0072	0.5289	0.7479	0.0502	
0	500.0	600.0	60.0	0.1341	0.0075	0.1350	0.3684	0.0412	
0	600.0	600.0	60.0	0.1622	0.0089	0.1586	0.4022	0.0344	
0	700.0	600.0	60.0	0.1480	0.0082	0.0631	0.2566	0.0361	
0	800.0	600.0	60.0	0.1319	0.0074	0.0067	0.0753	0.0394	
0	900.0	600.0	60.0	0.1446	0.0080	0.0189	0.1375	0.0361	
0	300.0	800.0	80.0	0.0450	0.0031	0.5051	0.8428	0.1060	
0	400.0	800.0	80.0	0.1273	0.0072	0.7052	0.9972	0.0397	
0	500.0	800.0	80.0	0.1341	0.0075	0.1800	0.4911	0.0314	
0	600.0	800.0	80.0	0.1622	0.0089	0.2114	0.5363	0.0263	
0	700.0	800.0	80.0	0.1480	0.0082	0.0841	0.3421	0.0273	
0	800.0	800.0	80.0	0.1319	0.0074	0.0089	0.1005	0.0295	
0	900.0	800.0	80.0	0.1446	0.0080	0.0252	0.1833	0.0272	
0	300.0	1000.0	100.0	0.0450	0.0031	0.6314	1.0536	0.0880	
0	400.0	1000.0	100.0	0.1273	0.0072	0.8815	1.2465	0.0333	
0	500.0	1000.0	100.0	0.1341	0.0075	0.2250	0.6139	0.0256	
0	600.0	1000.0	100.0	0.1622	0.0089	0.2643	0.6704	0.0215	
0	700.0	1000.0	100.0	0.1480	0.0082	0.1052	0.4276	0.0221	
0	800.0	1000.0	100.0	0.1319	0.0074	0.0111	0.1256	0.0237	
0	900.0	1000.0	100.0	0.1446	0.0080	0.0315	0.2291	0.0218	
0	300.0	2000.0	200.0	0.0450	0.0031	1.2628	2.1071	0.0517	
0	400.0	2000.0	200.0	0.1273	0.0072	1.7629	2.4930	0.0203	
0	500.0	2000.0	200.0	0.1341	0.0075	0.4499	1.2279	0.0138	
0	600.0	2000.0	200.0	0.1622	0.0089	0.5286	1.3408	0.0117	
0	700.0	2000.0	200.0	0.1480	0.0082	0.2103	0.8552	0.0115	
0	800.0	2000.0	200.0	0.1319	0.0074	0.0222	0.2511	0.0119	
0	900.0	2000.0	200.0	0.1446	0.0080	0.0631	0.4582	0.0111	
0	300.0	3000.0	300.0	0.0450	0.0031	1.8941	3.1607	0.0395	
0	400.0	3000.0	300.0	0.1273	0.0072	2.6444	3.7395	0.0160	
0	500.0	3000.0	300.0	0.1341	0.0075	0.6749	1.8418	0.0098	
0	600.0	3000.0	300.0	0.1622	0.0089	0.7928	2.0112	0.0084	
0	700.0	3000.0	300.0	0.1480	0.0082	0.3155	1.2829	0.0079	
0	800.0	3000.0	300.0	0.1319	0.0074	0.0333	0.3767	0.0080	
0	900.0	3000.0	300.0	0.1446	0.0080	0.0946	0.6874	0.0075	
0	300.0	4000.0	400.0	0.0450	0.0031	2.5255	4.2142	0.0334	
0	400.0	4000.0	400.0	0.1273	0.0072	3.5258	4.9860	0.0138	
0	500.0	4000.0	400.0	0.1341	0.0075	0.8998	2.4557	0.0078	
0	600.0	4000.0	400.0	0.1622	0.0089	1.0571	2.6816	0.0067	
0	700.0	4000.0	400.0	0.1480	0.0082	0.4206	1.7105	0.0062	
0	800.0	4000.0	400.0	0.1319	0.0074	0.0444	0.5023	0.0060	
0	900.0	4000.0	400.0	0.1446	0.0080	0.1261	0.9165	0.0057	
0	300.0	5000.0	500.0	0.0450	0.0031	3.1569	5.2678	0.0297	
0	400.0	5000.0	500.0	0.1273	0.0072	4.4073	6.2325	0.0125	
0	500.0	5000.0	500.0	0.1341	0.0075	1.1248	3.0696	0.0066	
0	600.0	5000.0	500.0	0.1622	0.0089	1.3214	3.3520	0.0057	
0	700.0	5000.0	500.0	0.1480	0.0082	0.5258	2.1381	0.0051	
0	800.0	5000.0	500.0	0.1319	0.0074	0.0555	0.6278	0.0048	
0	900.0	5000.0	500.0	0.1446	0.0080	0.1577	1.1456	0.0046	
